project_dir,found,found_path,search_depth,copied_to_top
/mnt/ASSAS/upload_test/153b4750-5cbf-4c42-a57e-6f00fc42fb05,True,/mnt/ASSAS/upload_test/153b4750-5cbf-4c42-a57e-6f00fc42fb05/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/15512a92-90aa-4f35-b4aa-502a158b96a5,True,/mnt/ASSAS/upload_test/15512a92-90aa-4f35-b4aa-502a158b96a5/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/156270c9-7dbb-4551-beef-14a84559b7b3,True,/mnt/ASSAS/upload_test/156270c9-7dbb-4551-beef-14a84559b7b3/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/1595f23a-1545-4202-8979-edd4375c2b88,True,/mnt/ASSAS/upload_test/1595f23a-1545-4202-8979-edd4375c2b88/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/15c50d67-ca50-4bfc-9e19-abc58c9ce9e3,True,/mnt/ASSAS/upload_test/15c50d67-ca50-4bfc-9e19-abc58c9ce9e3/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/15e72e1d-44c9-484b-ba3f-02a318a5adfe,True,/mnt/ASSAS/upload_test/15e72e1d-44c9-484b-ba3f-02a318a5adfe/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/15f62120-bd76-47ab-8b99-f21ab793e95a,True,/mnt/ASSAS/upload_test/15f62120-bd76-47ab-8b99-f21ab793e95a/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/16648744-0400-4500-940f-35d7bef01e33,True,/mnt/ASSAS/upload_test/16648744-0400-4500-940f-35d7bef01e33/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/16711778-36b3-469e-9471-d089374f1a6b,True,/mnt/ASSAS/upload_test/16711778-36b3-469e-9471-d089374f1a6b/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/16b800c8-9900-4502-84ca-94ef1f1cfd80,True,/mnt/ASSAS/upload_test/16b800c8-9900-4502-84ca-94ef1f1cfd80/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/1716d492-eedf-4a08-bd41-270a0705ad24,True,/mnt/ASSAS/upload_test/1716d492-eedf-4a08-bd41-270a0705ad24/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/174e00c9-fd60-43e2-a0a1-ea7ef3b2236d,True,/mnt/ASSAS/upload_test/174e00c9-fd60-43e2-a0a1-ea7ef3b2236d/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/1761e4b0-722e-453d-ab6b-dd90ff9614dc,True,/mnt/ASSAS/upload_test/1761e4b0-722e-453d-ab6b-dd90ff9614dc/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/178c3840-3f61-457e-9b26-4c602a9c8610,True,/mnt/ASSAS/upload_test/178c3840-3f61-457e-9b26-4c602a9c8610/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/17a3e3c8-3c9a-4248-a192-7968e99722f4,True,/mnt/ASSAS/upload_test/17a3e3c8-3c9a-4248-a192-7968e99722f4/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/17c45a5d-ebe4-4237-9b7b-13f7fe9a2888,True,/mnt/ASSAS/upload_test/17c45a5d-ebe4-4237-9b7b-13f7fe9a2888/upload_info.pickle,0,False
/mnt/ASSAS/upload_test/17e26d90-d7a2-4adc-8239-45247a79c4e8,True,/mnt/ASSAS/upload_test/17e26d90-d7a2-4adc-8239-45247a79c4e8/upload_info.pickle,0,False
